s,h:m:s,max_rss,max_vms,max_uss,max_pss,io_in,io_out,mean_load,repeat,sample,rule,threads_per_rule,pipeline,filepath
17649.1703,4:54:09,12337.69,36635.43,12329.13,12329.42,5.53,2712.88,119.01,2,dummy2_NIST,gatk_HaplotypeCaller_cohort,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_cohort
18092.0235,5:01:32,12201.7,36694.62,12193.28,12193.58,3.12,2715.3,120.24,3,dummy2_NIST,gatk_HaplotypeCaller_cohort,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_cohort
20180.6515,5:36:20,12189.15,36694.62,12181.01,12181.3,7957.97,2715.17,118.51,1,dummy1_NIST,gatk_HaplotypeCaller_cohort,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_cohort
19056.7046,5:17:36,12189.35,36694.62,12181.12,12181.43,6320.5,2716.14,118.18,2,dummy1_NIST,gatk_HaplotypeCaller_cohort,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_cohort
20335.857,5:38:55,12172.41,36694.62,12164.08,12164.37,879.18,2716.29,121.35,3,dummy1_NIST,gatk_HaplotypeCaller_cohort,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_cohort
20001.8508,5:33:21,12377.29,36672.63,12369.03,12369.37,2.4,2714.87,121.27,1,NIST7035_NIST,gatk_HaplotypeCaller_cohort,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_cohort
18564.8483,5:09:24,12295.97,36658.63,12287.57,12287.94,11.71,2716.65,122.47,2,NIST7035_NIST,gatk_HaplotypeCaller_cohort,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_cohort
17851.7264,4:57:31,12263.55,36635.43,12255.35,12255.76,23.68,2716.1,121.97,3,NIST7035_NIST,gatk_HaplotypeCaller_cohort,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_cohort
601.519,0:10:01,5229.96,36603.61,5224.86,5225.05,1.46,107.63,115.28,1,NIST7035_NIST,gatk_GenotypeGVCFs,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_GenotypeGVCFs
600.0992,0:10:00,4824.87,36603.61,4819.32,4819.53,0.0,108.13,116.69,2,NIST7035_NIST,gatk_GenotypeGVCFs,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_GenotypeGVCFs
717.0482,0:11:57,5030.09,36603.61,5022.31,5022.51,0.11,110.14,117.44,3,NIST7035_NIST,gatk_GenotypeGVCFs,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_GenotypeGVCFs
2220.5905,0:37:00,2036.83,2473.28,1987.47,1996.91,0.0,12340.72,347.37,1,dummy2_NIST,trim_galore_pe,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
2236.9833,0:37:16,2037.45,2473.34,1987.8,1997.18,0.0,12209.99,342.81,2,dummy2_NIST,trim_galore_pe,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
2246.3456,0:37:26,2044.05,2480.27,1994.64,2004.02,0.0,12398.77,349.27,3,dummy2_NIST,trim_galore_pe,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
2304.8427,0:38:24,2063.18,2499.43,2013.64,2023.11,7482.2,12394.61,342.36,1,dummy1_NIST,trim_galore_pe,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
2323.1155,0:38:43,2039.09,2475.62,1989.79,1999.35,0.0,12253.62,338.68,2,dummy1_NIST,trim_galore_pe,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
2243.398,0:37:23,2042.2,2478.79,1993.22,2002.74,0.0,12414.08,349.73,3,dummy1_NIST,trim_galore_pe,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
2229.2255,0:37:09,2056.19,2492.5,2006.8,2016.26,7483.63,12273.22,348.94,1,NIST7035_NIST,trim_galore_pe,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
2233.4051,0:37:13,2059.82,2496.29,2010.33,2019.87,0.12,12257.48,347.17,2,NIST7035_NIST,trim_galore_pe,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
2243.1728,0:37:23,2038.18,2474.56,1988.88,1998.33,0.0,12419.05,346.04,3,NIST7035_NIST,trim_galore_pe,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
1103.8457,0:18:23,30788.2,39138.76,30782.35,30782.58,68.75,7396.76,1152.86,1,dummy2_NIST,gatk_MarkDuplicates,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1015.7863,0:16:55,30830.8,39138.76,30823.14,30823.36,0.0,7423.01,1141.25,2,dummy2_NIST,gatk_MarkDuplicates,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1038.8333,0:17:18,30910.57,39138.76,30902.52,30902.75,0.0,7666.5,1192.58,3,dummy2_NIST,gatk_MarkDuplicates,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1156.7259,0:19:16,31137.28,39138.76,31129.68,31129.92,407.0,7617.41,1230.54,1,dummy1_NIST,gatk_MarkDuplicates,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1159.0319,0:19:19,30988.73,39138.76,30980.71,30980.95,0.0,7711.23,1220.15,2,dummy1_NIST,gatk_MarkDuplicates,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1107.5576,0:18:27,30949.63,39138.76,30941.75,30941.99,0.77,7419.31,1184.69,3,dummy1_NIST,gatk_MarkDuplicates,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1154.4211,0:19:14,31133.04,39138.76,31125.44,31125.63,69.12,7665.97,1104.31,1,NIST7035_NIST,gatk_MarkDuplicates,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1168.4866,0:19:28,30655.86,39138.76,30648.48,30648.69,0.0,7521.83,968.2,2,NIST7035_NIST,gatk_MarkDuplicates,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1228.8644,0:20:28,30610.5,39138.76,30602.99,30603.21,0.0,7659.1,1022.83,3,NIST7035_NIST,gatk_MarkDuplicates,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
292.0917,0:04:52,430.11,3634.41,419.71,420.13,3710.21,0.19,98.17,1,dummy2_NIST,fastqc,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/fastqc
287.8551,0:04:47,472.14,3772.08,462.63,463.06,0.0,1.18,101.09,2,dummy2_NIST,fastqc,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/fastqc
289.9175,0:04:49,429.5,3634.34,419.24,419.64,0.0,0.19,99.46,3,dummy2_NIST,fastqc,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/fastqc
302.9053,0:05:02,428.69,3699.41,418.42,418.82,3520.61,0.18,94.73,1,dummy1_NIST,fastqc,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/fastqc
290.8639,0:04:50,431.14,3634.41,421.02,421.42,0.0,0.19,99.14,2,dummy1_NIST,fastqc,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/fastqc
308.8718,0:05:08,428.25,3634.41,417.91,418.3,0.0,0.19,93.23,3,dummy1_NIST,fastqc,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/fastqc
293.9991,0:04:53,432.39,3634.41,422.23,422.5,0.54,0.19,97.99,1,NIST7035_NIST,fastqc,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/fastqc
302.9163,0:05:02,431.73,3634.41,421.34,421.63,0.0,0.19,95.22,2,NIST7035_NIST,fastqc,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/fastqc
299.858,0:04:59,429.86,3699.41,419.46,419.77,0.0,0.19,96.2,3,NIST7035_NIST,fastqc,02,human_genomics_pipeline,./resource_bench_02_thread/cohort/human_genomics_pipeline/workflow/benchmarks/fastqc
1131.3192,0:18:51,2095.42,2249.4,1821.15,1887.04,16.75,70.63,9.26,1,NIST7035_NIST,vep,02,vcf_annotation_pipeline,./resource_bench_02_thread/single/vcf_annotation_pipeline/workflow/benchmarks/vep
1103.2259,0:18:23,2380.93,2533.51,2102.59,2169.78,0.0,70.66,9.89,2,NIST7035_NIST,vep,02,vcf_annotation_pipeline,./resource_bench_02_thread/single/vcf_annotation_pipeline/workflow/benchmarks/vep
1098.383,0:18:18,2424.37,2576.7,2154.57,2221.56,0.0,70.77,10.51,3,NIST7035_NIST,vep,02,vcf_annotation_pipeline,./resource_bench_02_thread/single/vcf_annotation_pipeline/workflow/benchmarks/vep
2839.6225,0:47:19,58.24,84.45,52.86,53.28,12.07,667.17,99.79,1,NIST7035_NIST,genmod_annotate_CADD,02,vcf_annotation_pipeline,./resource_bench_02_thread/single/vcf_annotation_pipeline/workflow/benchmarks/genmod_annotate_CADD
2846.9471,0:47:26,58.32,84.45,52.89,53.3,0.0,665.64,99.49,2,NIST7035_NIST,genmod_annotate_CADD,02,vcf_annotation_pipeline,./resource_bench_02_thread/single/vcf_annotation_pipeline/workflow/benchmarks/genmod_annotate_CADD
2863.5739,0:47:43,58.25,84.45,52.94,53.34,0.0,663.95,98.84,3,NIST7035_NIST,genmod_annotate_CADD,02,vcf_annotation_pipeline,./resource_bench_02_thread/single/vcf_annotation_pipeline/workflow/benchmarks/genmod_annotate_CADD
14.1892,0:00:14,9.78,62.59,5.31,5.64,5.67,71.01,84.28,1,NIST7035_NIST,bcftools_view_multiallelicsites,02,vcf_annotation_pipeline,./resource_bench_02_thread/single/vcf_annotation_pipeline/workflow/benchmarks/bcftools_view_multiallelicsites
13.4294,0:00:13,9.91,62.59,5.32,5.65,0.0,71.01,87.2,2,NIST7035_NIST,bcftools_view_multiallelicsites,02,vcf_annotation_pipeline,./resource_bench_02_thread/single/vcf_annotation_pipeline/workflow/benchmarks/bcftools_view_multiallelicsites
13.1407,0:00:13,9.83,62.59,5.29,5.62,0.0,71.01,86.77,3,NIST7035_NIST,bcftools_view_multiallelicsites,02,vcf_annotation_pipeline,./resource_bench_02_thread/single/vcf_annotation_pipeline/workflow/benchmarks/bcftools_view_multiallelicsites
71.9847,0:01:11,2004.12,22152.89,1998.71,1999.17,0.21,395.86,96.59,1,NIST7035_NIST,SnpSift_annotate_dbSNP,02,vcf_annotation_pipeline,./resource_bench_02_thread/single/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_annotate_dbSNP
73.6123,0:01:13,2006.29,22087.88,2001.31,2001.78,0.0,394.1,93.48,2,NIST7035_NIST,SnpSift_annotate_dbSNP,02,vcf_annotation_pipeline,./resource_bench_02_thread/single/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_annotate_dbSNP
73.2079,0:01:13,2464.75,22152.89,2459.2,2459.68,0.0,426.81,98.82,3,NIST7035_NIST,SnpSift_annotate_dbSNP,02,vcf_annotation_pipeline,./resource_bench_02_thread/single/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_annotate_dbSNP
4082.8308,1:08:02,11332.94,22802.93,11325.87,11326.28,41.25,99.29,110.27,1,NIST7035_NIST,SnpSift_dbnsfp,02,vcf_annotation_pipeline,./resource_bench_02_thread/single/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_dbnsfp
3905.6965,1:05:05,9337.35,23062.94,9330.51,9330.91,0.0,99.12,112.06,2,NIST7035_NIST,SnpSift_dbnsfp,02,vcf_annotation_pipeline,./resource_bench_02_thread/single/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_dbnsfp
3448.3502,0:57:28,10908.01,23062.94,10900.91,10901.33,0.0,98.89,112.75,3,NIST7035_NIST,SnpSift_dbnsfp,02,vcf_annotation_pipeline,./resource_bench_02_thread/single/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_dbnsfp
54.278,0:00:54,23.66,49.16,18.46,18.88,0.01,528.27,82.08,1,NIST7035_NIST,genmod_score,02,vcf_annotation_pipeline,./resource_bench_02_thread/single/vcf_annotation_pipeline/workflow/benchmarks/genmod_score
54.1662,0:00:54,23.86,49.16,18.53,18.93,0.0,535.96,81.26,2,NIST7035_NIST,genmod_score,02,vcf_annotation_pipeline,./resource_bench_02_thread/single/vcf_annotation_pipeline/workflow/benchmarks/genmod_score
58.6198,0:00:58,23.83,49.07,18.51,18.89,0.0,535.0,77.03,3,NIST7035_NIST,genmod_score,02,vcf_annotation_pipeline,./resource_bench_02_thread/single/vcf_annotation_pipeline/workflow/benchmarks/genmod_score
29.4028,0:00:29,2213.39,36665.5,2212.38,2214.25,243.86,0.65,105.24,1,NIST7035_NIST,gatk_FilterVariantTranches,02,vcf_annotation_pipeline,./resource_bench_02_thread/single/vcf_annotation_pipeline/workflow/benchmarks/gatk_FilterVariantTranches
26.037,0:00:26,2810.54,36665.5,2809.12,2811.03,43.2,0.66,129.13,2,NIST7035_NIST,gatk_FilterVariantTranches,02,vcf_annotation_pipeline,./resource_bench_02_thread/single/vcf_annotation_pipeline/workflow/benchmarks/gatk_FilterVariantTranches
33.0086,0:00:33,2379.0,36665.5,2377.16,2379.02,43.2,0.65,106.24,3,NIST7035_NIST,gatk_FilterVariantTranches,02,vcf_annotation_pipeline,./resource_bench_02_thread/single/vcf_annotation_pipeline/workflow/benchmarks/gatk_FilterVariantTranches
38721.3959,10:45:21,28234.8,79504.89,28548.02,28554.1,8970.59,122.39,132.54,1,NIST7035_NIST,gatk_CNNScoreVariants,02,vcf_annotation_pipeline,./resource_bench_02_thread/single/vcf_annotation_pipeline/workflow/benchmarks/gatk_CNNScoreVariants
36559.2371,10:09:19,28223.82,79504.89,28209.38,28215.38,8557.31,47.45,135.07,2,NIST7035_NIST,gatk_CNNScoreVariants,02,vcf_annotation_pipeline,./resource_bench_02_thread/single/vcf_annotation_pipeline/workflow/benchmarks/gatk_CNNScoreVariants
24377.7915,6:46:17,28205.82,79504.89,28191.15,28197.27,8685.65,70.29,170.49,3,NIST7035_NIST,gatk_CNNScoreVariants,02,vcf_annotation_pipeline,./resource_bench_02_thread/single/vcf_annotation_pipeline/workflow/benchmarks/gatk_CNNScoreVariants
13683.2033,3:48:03,11976.5,36658.62,11968.28,11968.52,2.31,94.64,121.72,1,NIST7035_NIST,gatk_HaplotypeCaller_single,02,human_genomics_pipeline,./resource_bench_02_thread/single/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_single
11499.795,3:11:39,12017.23,36658.63,12009.06,12009.44,0.0,92.82,125.99,2,NIST7035_NIST,gatk_HaplotypeCaller_single,02,human_genomics_pipeline,./resource_bench_02_thread/single/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_single
10644.9595,2:57:24,12141.77,36672.63,12133.37,12133.75,0.0,92.29,129.18,3,NIST7035_NIST,gatk_HaplotypeCaller_single,02,human_genomics_pipeline,./resource_bench_02_thread/single/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_single
2388.9349,0:39:48,4418.54,36605.68,4412.29,4412.49,1.49,2.47,108.18,1,NIST7035_NIST,gatk_BaseRecalibrator,02,human_genomics_pipeline,./resource_bench_02_thread/single/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator
2436.87,0:40:36,4496.3,36605.68,4489.11,4489.33,0.0,2.49,108.74,2,NIST7035_NIST,gatk_BaseRecalibrator,02,human_genomics_pipeline,./resource_bench_02_thread/single/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator
2393.0612,0:39:53,4990.15,36605.68,4983.2,4983.41,0.0,2.95,110.56,3,NIST7035_NIST,gatk_BaseRecalibrator,02,human_genomics_pipeline,./resource_bench_02_thread/single/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator
10818.6877,3:00:18,28165.47,44740.34,28155.45,28155.75,6703.46,17805.47,286.68,1,NIST7035_NIST,bwa_mem,02,human_genomics_pipeline,./resource_bench_02_thread/single/human_genomics_pipeline/workflow/benchmarks/bwa_mem
9599.4506,2:39:59,28374.3,44740.34,28364.05,28364.35,65.31,17563.61,331.95,2,NIST7035_NIST,bwa_mem,02,human_genomics_pipeline,./resource_bench_02_thread/single/human_genomics_pipeline/workflow/benchmarks/bwa_mem
8537.1634,2:22:17,27326.4,44740.34,27316.38,27316.67,0.08,18038.61,349.27,3,NIST7035_NIST,bwa_mem,02,human_genomics_pipeline,./resource_bench_02_thread/single/human_genomics_pipeline/workflow/benchmarks/bwa_mem
1411.9882,0:23:31,1696.58,36722.35,1675.06,1679.8,6.02,8701.23,171.32,1,NIST7035_NIST,gatk_ApplyBQSR,02,human_genomics_pipeline,./resource_bench_02_thread/single/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR
1431.9958,0:23:51,2338.73,36722.35,2317.99,2322.78,0.0,8777.86,173.12,2,NIST7035_NIST,gatk_ApplyBQSR,02,human_genomics_pipeline,./resource_bench_02_thread/single/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR
1414.561,0:23:34,1955.77,36722.35,1933.45,1938.35,0.0,8687.54,173.8,3,NIST7035_NIST,gatk_ApplyBQSR,02,human_genomics_pipeline,./resource_bench_02_thread/single/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR
2801.8838,0:46:41,2026.0,2461.91,1975.98,1985.41,0.0,12301.03,321.53,1,NIST7035_NIST,trim_galore_pe,02,human_genomics_pipeline,./resource_bench_02_thread/single/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
4078.8694,1:07:58,2050.57,2487.15,2001.22,2010.66,9901.65,12410.8,211.72,2,NIST7035_NIST,trim_galore_pe,02,human_genomics_pipeline,./resource_bench_02_thread/single/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
2947.8502,0:49:07,2040.4,2476.77,1990.85,2000.24,7026.29,12338.7,287.06,3,NIST7035_NIST,trim_galore_pe,02,human_genomics_pipeline,./resource_bench_02_thread/single/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
1073.224,0:17:53,31198.61,39138.76,31190.91,31191.12,69.72,7321.6,1201.01,1,NIST7035_NIST,gatk_MarkDuplicates,02,human_genomics_pipeline,./resource_bench_02_thread/single/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1130.8404,0:18:50,30752.31,39138.76,30744.65,30744.85,0.01,7717.91,1216.51,2,NIST7035_NIST,gatk_MarkDuplicates,02,human_genomics_pipeline,./resource_bench_02_thread/single/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1077.0087,0:17:57,30779.85,39138.76,30772.02,30772.23,0.0,7474.15,1207.55,3,NIST7035_NIST,gatk_MarkDuplicates,02,human_genomics_pipeline,./resource_bench_02_thread/single/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
266.8558,0:04:26,428.16,3699.41,417.84,418.24,0.0,0.54,96.72,1,NIST7035_NIST,fastqc,02,human_genomics_pipeline,./resource_bench_02_thread/single/human_genomics_pipeline/workflow/benchmarks/fastqc
271.889,0:04:31,429.89,3634.41,419.51,419.82,0.0,0.76,94.87,2,NIST7035_NIST,fastqc,02,human_genomics_pipeline,./resource_bench_02_thread/single/human_genomics_pipeline/workflow/benchmarks/fastqc
288.856,0:04:48,432.34,3636.41,422.49,422.8,0.0,0.39,99.92,3,NIST7035_NIST,fastqc,02,human_genomics_pipeline,./resource_bench_02_thread/single/human_genomics_pipeline/workflow/benchmarks/fastqc
82.5776,0:01:22,17006.12,71673.04,16999.36,16999.63,69.3,782.5,127.72,1,NIST7035_NIST,gatk_CalculateGenotypePosteriors,04,vcf_annotation_pipeline,./resource_bench_04_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk_CalculateGenotypePosteriors
71.7994,0:01:11,17003.19,71675.59,16996.74,16997.03,0.0,532.28,122.58,2,NIST7035_NIST,gatk_CalculateGenotypePosteriors,04,vcf_annotation_pipeline,./resource_bench_04_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk_CalculateGenotypePosteriors
73.7928,0:01:13,16964.43,71675.59,16957.74,16958.03,0.0,539.27,110.47,3,NIST7035_NIST,gatk_CalculateGenotypePosteriors,04,vcf_annotation_pipeline,./resource_bench_04_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk_CalculateGenotypePosteriors
497.7466,0:08:17,8639.39,30234.59,8601.6,8617.81,184.71,1.11,91.06,1,NIST7035_NIST,gatk4_VariantRecalibrator_snp,04,vcf_annotation_pipeline,./resource_bench_04_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk4_VariantRecalibrator_snp
466.8435,0:07:46,8654.06,30234.59,8649.88,8650.1,0.0,1.08,102.91,2,NIST7035_NIST,gatk4_VariantRecalibrator_snp,04,vcf_annotation_pipeline,./resource_bench_04_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk4_VariantRecalibrator_snp
380.9182,0:06:20,8822.34,30725.58,8813.64,8814.27,0.0,43.94,111.36,3,NIST7035_NIST,gatk4_VariantRecalibrator_snp,04,vcf_annotation_pipeline,./resource_bench_04_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk4_VariantRecalibrator_snp
825.1286,0:13:45,2238.11,2454.51,1852.54,1914.16,3.52,76.74,14.93,1,NIST7035_NIST,vep,04,vcf_annotation_pipeline,./resource_bench_04_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/vep
817.2941,0:13:37,1934.54,2149.35,1583.79,1642.93,0.0,76.82,14.86,2,NIST7035_NIST,vep,04,vcf_annotation_pipeline,./resource_bench_04_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/vep
801.5519,0:13:21,2110.22,2389.93,1604.49,1682.66,0.0,76.91,17.28,3,NIST7035_NIST,vep,04,vcf_annotation_pipeline,./resource_bench_04_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/vep
14.9371,0:00:14,1729.53,36600.97,1725.58,1725.8,0.0,117.77,329.01,1,NIST7035_NIST,gatk_VQSR_indel,04,vcf_annotation_pipeline,./resource_bench_04_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk_VQSR_indel
17.1821,0:00:17,1745.11,36600.97,1739.57,1739.8,0.0,115.77,309.71,2,NIST7035_NIST,gatk_VQSR_indel,04,vcf_annotation_pipeline,./resource_bench_04_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk_VQSR_indel
17.1228,0:00:17,1696.88,36600.97,1690.07,1690.29,0.0,115.8,291.62,3,NIST7035_NIST,gatk_VQSR_indel,04,vcf_annotation_pipeline,./resource_bench_04_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk_VQSR_indel
3085.5989,0:51:25,58.13,84.37,52.9,53.11,10.72,731.71,99.56,1,NIST7035_NIST,genmod_annotate_CADD,04,vcf_annotation_pipeline,./resource_bench_04_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/genmod_annotate_CADD
2945.9734,0:49:05,58.27,84.36,52.98,53.18,3.17,729.96,99.25,2,NIST7035_NIST,genmod_annotate_CADD,04,vcf_annotation_pipeline,./resource_bench_04_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/genmod_annotate_CADD
2962.5789,0:49:22,58.3,84.37,52.95,53.19,0.0,732.53,99.54,3,NIST7035_NIST,genmod_annotate_CADD,04,vcf_annotation_pipeline,./resource_bench_04_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/genmod_annotate_CADD
16.1045,0:00:16,9.97,62.6,5.34,5.53,5.58,80.29,87.5,1,NIST7035_NIST,bcftools_view_multiallelicsites,04,vcf_annotation_pipeline,./resource_bench_04_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/bcftools_view_multiallelicsites
15.0822,0:00:15,9.97,62.6,5.34,5.53,0.0,79.15,91.74,2,NIST7035_NIST,bcftools_view_multiallelicsites,04,vcf_annotation_pipeline,./resource_bench_04_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/bcftools_view_multiallelicsites
15.3137,0:00:15,9.91,62.6,5.3,5.5,0.0,80.29,90.18,3,NIST7035_NIST,bcftools_view_multiallelicsites,04,vcf_annotation_pipeline,./resource_bench_04_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/bcftools_view_multiallelicsites
78.3198,0:01:18,2565.19,22221.24,2557.99,2558.27,0.02,776.63,139.72,1,NIST7035_NIST,SnpSift_annotate_dbSNP,04,vcf_annotation_pipeline,./resource_bench_04_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_annotate_dbSNP
88.7275,0:01:28,2527.89,22087.88,2522.63,2522.91,0.02,665.38,113.84,2,NIST7035_NIST,SnpSift_annotate_dbSNP,04,vcf_annotation_pipeline,./resource_bench_04_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_annotate_dbSNP
99.5443,0:01:39,2537.76,22152.89,2530.38,2530.65,0.0,601.94,108.82,3,NIST7035_NIST,SnpSift_annotate_dbSNP,04,vcf_annotation_pipeline,./resource_bench_04_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_annotate_dbSNP
4214.764,1:10:14,11949.38,22607.91,11942.54,11942.77,0.13,139.15,111.09,1,NIST7035_NIST,SnpSift_dbnsfp,04,vcf_annotation_pipeline,./resource_bench_04_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_dbnsfp
3675.5818,1:01:15,10083.69,22672.92,10076.62,10076.85,0.0,138.77,113.39,2,NIST7035_NIST,SnpSift_dbnsfp,04,vcf_annotation_pipeline,./resource_bench_04_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_dbnsfp
4046.5953,1:07:26,10668.43,22932.93,10661.58,10661.86,0.0,139.0,114.46,3,NIST7035_NIST,SnpSift_dbnsfp,04,vcf_annotation_pipeline,./resource_bench_04_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_dbnsfp
