s,h:m:s,max_rss,max_vms,max_uss,max_pss,io_in,io_out,mean_load,repeat,sample,rule,threads_per_rule,no_samples,resource_type,run_type,data_type,pipeline,filepath_benchmarking_file,filepath_log_file,node
1016.8589,0:16:56,22539.97,43082.16,22540.05,22540.1,0.3,1786.8,783.92,2,dummy08,gatk_MarkDuplicates,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_MarkDuplicates,kscprod-bio2 
885.5602,0:14:45,24692.19,43082.16,24689.51,24689.56,0.0,1616.63,776.49,3,dummy08,gatk_MarkDuplicates,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_MarkDuplicates,kscprod-bio2 
706.6368,0:11:46,26748.9,43082.17,26745.87,26745.91,3477.6,3015.06,2260.15,1,dummy01,gatk_MarkDuplicates,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_MarkDuplicates,kscprod-bio5 
738.4678,0:12:18,26440.43,43082.17,26409.09,26418.54,0.0,3270.18,1778.55,2,dummy01,gatk_MarkDuplicates,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_MarkDuplicates,kscprod-bio5 
822.1367,0:13:42,23600.2,43082.17,23568.78,23578.23,0.0,3299.45,1727.28,3,dummy01,gatk_MarkDuplicates,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_MarkDuplicates,kscprod-bio5 
796.5973,0:13:16,27487.28,43082.17,27460.66,27467.79,3656.43,3555.41,1818.07,1,dummy02,gatk_MarkDuplicates,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_MarkDuplicates,kscprod-bio5 
677.5587,0:11:17,27492.98,43082.17,27461.5,27468.62,0.0,3266.25,2298.9,2,dummy02,gatk_MarkDuplicates,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_MarkDuplicates,kscprod-bio5 
689.1161,0:11:29,27338.15,43082.17,27313.8,27320.92,0.0,3707.43,2561.02,3,dummy02,gatk_MarkDuplicates,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_MarkDuplicates,kscprod-bio5 
846.4275,0:14:06,27020.15,43082.17,26988.54,26997.99,3540.18,3123.61,1709.62,1,dummy07,gatk_MarkDuplicates,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_MarkDuplicates,kscprod-bio5 
827.6194,0:13:47,23818.42,43082.17,23786.81,23793.95,0.0,3422.73,1960.0,2,dummy07,gatk_MarkDuplicates,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_MarkDuplicates,kscprod-bio5 
776.5221,0:12:56,27133.37,43082.17,27101.86,27108.99,0.0,3085.25,1910.92,3,dummy07,gatk_MarkDuplicates,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_MarkDuplicates,kscprod-bio5 
1911.8601,0:31:51,1647.49,38783.55,1613.25,1622.29,0.12,8333.47,129.55,1,dummy05,gatk_ApplyBQSR,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio2 
1935.0193,0:32:15,2414.46,38783.55,2379.7,2388.75,2.31,8365.21,127.13,2,dummy05,gatk_ApplyBQSR,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio2 
1839.4334,0:30:39,1616.26,38783.55,1584.15,1593.2,0.0,8382.77,132.12,3,dummy05,gatk_ApplyBQSR,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio2 
555.4395,0:09:15,2050.09,38783.57,2013.45,2021.4,0.12,4855.45,165.17,1,dummy03,gatk_ApplyBQSR,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio5 
564.2329,0:09:24,2239.0,38783.57,2201.77,2209.35,0.0,5062.93,171.44,2,dummy03,gatk_ApplyBQSR,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio5 
562.6197,0:09:22,2132.9,38783.57,2099.11,2107.05,0.0,5092.18,171.42,3,dummy03,gatk_ApplyBQSR,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio5 
2019.5664,0:33:39,1700.23,38783.55,1664.79,1674.12,179.64,5477.5,97.23,1,dummy06,gatk_ApplyBQSR,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio2 
1948.7838,0:32:28,1783.73,38783.55,1749.37,1758.42,0.0,5428.17,94.56,2,dummy06,gatk_ApplyBQSR,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio2 
1884.1747,0:31:24,1624.32,38783.55,1590.65,1599.7,0.0,5412.98,97.03,3,dummy06,gatk_ApplyBQSR,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio2 
2922.4971,0:48:42,1859.17,38783.55,1824.04,1834.06,0.18,4757.86,60.23,1,dummy04,gatk_ApplyBQSR,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio2 
2367.2828,0:39:27,1741.29,38783.55,1707.18,1716.24,2421.6,4756.96,73.25,2,dummy04,gatk_ApplyBQSR,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio2 
1833.0385,0:30:33,1754.82,38783.55,1720.85,1729.91,280.58,4787.89,94.58,3,dummy04,gatk_ApplyBQSR,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio2 
1182.8214,0:19:42,2311.31,38783.55,2277.48,2292.16,8.46,2392.43,108.34,1,dummy08,gatk_ApplyBQSR,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio2 
1106.2122,0:18:26,1774.0,38783.55,1740.5,1750.54,0.0,2432.07,113.77,2,dummy08,gatk_ApplyBQSR,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio2 
1171.2537,0:19:31,2055.11,38783.55,2020.71,2030.75,0.0,2420.33,112.0,3,dummy08,gatk_ApplyBQSR,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio2 
533.8575,0:08:53,2288.1,38783.57,2252.53,2260.11,8.18,4865.23,170.33,1,dummy01,gatk_ApplyBQSR,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio5 
556.8555,0:09:16,2432.72,38783.57,2397.49,2405.07,0.0,4643.24,162.64,2,dummy01,gatk_ApplyBQSR,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio5 
542.7882,0:09:02,2003.62,38783.57,1966.84,1974.42,0.0,4777.33,168.6,3,dummy01,gatk_ApplyBQSR,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio5 
566.4524,0:09:26,2387.36,38783.57,2352.68,2360.27,0.12,5460.06,174.13,1,dummy02,gatk_ApplyBQSR,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio5 
586.1851,0:09:46,1984.27,38783.57,1948.97,1956.56,0.0,5282.14,165.99,2,dummy02,gatk_ApplyBQSR,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio5 
596.1914,0:09:56,2248.57,38783.57,2213.75,2221.34,0.0,5471.45,173.52,3,dummy02,gatk_ApplyBQSR,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio5 
560.2712,0:09:20,1932.7,38783.57,1894.95,1902.54,0.12,5292.83,173.68,1,dummy07,gatk_ApplyBQSR,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio5 
562.3497,0:09:22,2046.97,38783.57,2012.07,2019.66,0.0,5270.35,171.69,2,dummy07,gatk_ApplyBQSR,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio5 
570.1052,0:09:30,2077.39,38783.57,2040.38,2047.96,0.0,5199.92,169.52,3,dummy07,gatk_ApplyBQSR,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio5 
2007.7341,0:33:27,741.36,4477.25,719.64,722.09,2401.83,1.23,21.68,1,dummy05,fastqc,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/fastqc,
2226.4125,0:37:06,783.2,4553.42,779.02,779.06,6.19,2.07,20.58,2,dummy05,fastqc,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/fastqc,
2052.7056,0:34:12,806.08,4553.42,802.11,802.16,27.28,2.72,22.14,3,dummy05,fastqc,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/fastqc,
1389.7174,0:23:09,740.27,4607.91,718.55,721.0,1250.18,0.77,19.62,1,dummy03,fastqc,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/fastqc,
899.2584,0:14:59,743.0,4673.25,721.47,723.63,0.0,0.63,28.46,2,dummy03,fastqc,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/fastqc,
1285.1986,0:21:25,779.5,4618.42,758.01,762.4,0.0,1.2,21.29,3,dummy03,fastqc,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/fastqc,
1461.776,0:24:21,740.2,4541.63,718.5,720.67,1488.75,0.88,19.83,1,dummy06,fastqc,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/fastqc,
909.2796,0:15:09,780.22,4683.43,758.68,760.84,0.02,1.62,31.35,2,dummy06,fastqc,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/fastqc,
1147.6665,0:19:07,743.27,4412.89,721.57,725.0,0.0,0.65,24.98,3,dummy06,fastqc,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/fastqc,
1327.9533,0:22:07,743.82,4606.63,722.1,724.26,1177.5,0.73,18.97,1,dummy04,fastqc,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/fastqc,
904.8064,0:15:04,744.69,4478.25,722.97,725.13,0.0,0.72,27.3,2,dummy04,fastqc,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/fastqc,
1008.4591,0:16:48,743.91,4672.91,722.35,725.19,0.0,0.6,24.98,3,dummy04,fastqc,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/fastqc,
1183.4553,0:19:43,744.67,4478.26,723.14,725.31,1045.01,0.65,17.82,1,dummy08,fastqc,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/fastqc,
724.0269,0:12:04,743.27,4478.25,721.57,723.73,0.0,0.59,28.69,2,dummy08,fastqc,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/fastqc,
856.8469,0:14:16,751.8,4415.62,730.52,732.68,0.67,0.64,25.54,3,dummy08,fastqc,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/fastqc,
1109.2008,0:18:29,756.28,4677.3,735.58,737.75,1393.44,0.73,23.34,1,dummy01,fastqc,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/fastqc,
982.0993,0:16:22,743.24,4541.63,721.54,723.71,0.0,0.71,27.25,2,dummy01,fastqc,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/fastqc,
1105.3752,0:18:25,768.92,4748.43,747.41,749.86,0.0,0.87,24.11,3,dummy01,fastqc,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/fastqc,
1411.5956,0:23:31,757.55,4543.63,736.07,738.29,1448.61,0.89,20.42,1,dummy02,fastqc,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/fastqc,
1072.103,0:17:52,754.45,4606.63,733.18,735.35,0.0,0.71,25.68,2,dummy02,fastqc,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/fastqc,
1506.78,0:25:06,745.71,4478.25,724.79,733.55,0.0,0.82,18.73,3,dummy02,fastqc,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/fastqc,
1409.0512,0:23:29,747.43,4543.63,725.91,728.08,1254.92,0.9,19.51,1,dummy07,fastqc,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/fastqc,
1029.0132,0:17:09,819.9,4822.62,798.63,800.8,0.01,2.14,27.17,2,dummy07,fastqc,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/fastqc,
1203.3238,0:20:03,746.46,4543.25,724.93,730.68,0.0,0.69,22.69,3,dummy07,fastqc,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/fastqc,
5453.4391,1:30:53,5086.07,38469.08,5057.31,5068.68,5808.65,4.96,63.44,1,dummy05,gatk_BaseRecalibrator,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_BaseRecalibrator,kscprod-bio2 
4458.9766,1:14:18,4422.43,38469.08,4394.66,4403.04,736.9,4.34,76.59,2,dummy05,gatk_BaseRecalibrator,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_BaseRecalibrator,kscprod-bio2 
3346.782,0:55:46,5937.27,38471.89,5910.82,5919.2,0.0,3.53,97.15,3,dummy05,gatk_BaseRecalibrator,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_BaseRecalibrator,kscprod-bio2 
1135.5431,0:18:55,4364.52,38469.09,4337.76,4344.95,3498.1,1.75,114.21,1,dummy03,gatk_BaseRecalibrator,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_BaseRecalibrator,kscprod-bio5 
905.2641,0:15:05,3894.66,38469.09,3865.88,3873.04,0.0,1.47,114.63,2,dummy03,gatk_BaseRecalibrator,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_BaseRecalibrator,kscprod-bio5 
1006.56,0:16:46,5099.33,38469.09,5068.9,5076.05,0.0,1.73,116.26,3,dummy03,gatk_BaseRecalibrator,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_BaseRecalibrator,kscprod-bio5 
2473.5869,0:41:13,3951.0,38469.08,3922.32,3931.82,3744.72,2.92,92.63,1,dummy06,gatk_BaseRecalibrator,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_BaseRecalibrator,kscprod-bio2 
3665.7888,1:01:05,4070.28,38469.08,4043.0,4052.5,4918.16,3.75,66.52,2,dummy06,gatk_BaseRecalibrator,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_BaseRecalibrator,kscprod-bio2 
4040.3274,1:07:20,4156.22,38471.08,4128.93,4140.29,1493.13,3.95,60.24,3,dummy06,gatk_BaseRecalibrator,4,8,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator,./exome/cpu_run/08_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_BaseRecalibrator,kscprod-bio2 
